entity,iso_code,date,Daily ICU occupancy,Daily ICU occupancy per million,Daily hospital occupancy,Daily hospital occupancy per million,Weekly new hospital admissions,Weekly new hospital admissions per million
United States,USA,2021-07-15,5474,16.443,19915,59.82,21142,63.506
United States,USA,2021-07-16,5785,17.377,20874,62.701,22095,66.368
United States,USA,2021-07-17,5994,18.005,21595,64.866,23083,69.336
United States,USA,2021-07-18,6272,18.84,22564,67.777,24072,72.307
United States,USA,2021-07-19,6717,20.176,24261,72.874,25216,75.743
United States,USA,2021-07-20,7115,21.372,25700,77.197,26614,79.942
United States,USA,2021-07-21,7408,22.252,27057,81.273,28103,84.415
United States,USA,2021-07-22,7687,23.09,28605,85.923,29859,89.69
United States,USA,2021-07-23,8097,24.322,30295,90.999,31504,94.631
United States,USA,2021-07-24,8419,25.289,31469,94.526,33292,100.001
United States,USA,2021-07-25,8867,26.634,33406,100.344,35063,105.321
United States,USA,2021-07-26,9448,28.38,35748,107.379,36942,110.965
United States,USA,2021-07-27,9994,30.02,38296,115.032,39034,117.249
United States,USA,2021-07-28,10378,31.173,40482,121.599,41324,124.128
United States,USA,2021-07-29,10919,32.798,42200,126.759,43269,129.97
United States,USA,2021-07-30,11463,34.432,44541,133.791,45867,137.774
United States,USA,2021-07-31,12109,36.373,46428,139.459,48327,145.163
United States,USA,2021-08-01,12698,38.142,48538,145.797,50363,151.279
United States,USA,2021-08-02,13481,40.494,51780,155.535,52403,157.407
United States,USA,2021-08-03,14052,42.209,54470,163.615,54984,165.159
United States,USA,2021-08-04,14635,43.96,56954,171.077,57412,172.452
United States,USA,2021-08-05,15193,45.636,59587,178.986,60025,180.301
United States,USA,2021-08-06,15732,47.255,62122,186.6,62257,187.006
United States,USA,2021-08-07,16164,48.553,63544,190.872,64404,193.455
United States,USA,2021-08-08,16784,50.415,66369,199.357,66807,200.673
United States,USA,2021-08-09,17707,53.188,69838,209.777,69042,207.386
United States,USA,2021-08-10,18264,54.861,72521,217.836,71165,213.763
United States,USA,2021-08-11,19016,57.12,74850,224.832,73374,220.399
United States,USA,2021-08-12,19537,58.685,76968,231.194,75534,226.887
United States,USA,2021-08-13,20076,60.304,78580,236.036,77290,232.161
United States,USA,2021-08-14,20401,61.28,79622,239.166,78844,236.829
United States,USA,2021-08-15,21077,63.31,81624,245.18,79727,239.481
United States,USA,2021-08-16,21673,65.101,84313,253.257,80753,242.563
United States,USA,2021-08-17,22303,66.993,86744,260.559,82022,246.375
United States,USA,2021-08-18,22700,68.186,88657,266.305,83159,249.79
United States,USA,2021-08-19,23034,69.189,89427,268.618,83966,252.214
United States,USA,2021-08-20,23399,70.285,90191,270.913,84658,254.293
United States,USA,2021-08-21,23653,71.048,90417,271.592,85380,256.462
United States,USA,2021-08-22,24082,72.337,92239,277.065,86345,259.36
United States,USA,2021-08-23,24559,73.77,94682,284.403,86825,260.802
United States,USA,2021-08-24,25053,75.253,95991,288.335,87112,261.664
United States,USA,2021-08-25,25071,75.307,96009,288.389,87029,261.415
United States,USA,2021-08-26,25249,75.842,96369,289.47,87295,262.214
United States,USA,2021-08-27,25365,76.191,96192,288.939,87433,262.629
United States,USA,2021-08-28,25435,76.401,95071,285.571,87278,262.163
United States,USA,2021-08-29,25781,77.44,96125,288.737,86871,260.94
United States,USA,2021-08-30,25919,77.855,97200,291.966,86643,260.256
United States,USA,2021-08-31,25904,77.81,97820,293.829,86487,259.787
United States,USA,2021-09-01,25973,78.017,98027,294.45,86821,260.79
United States,USA,2021-09-02,26045,78.233,97811,293.802,86588,260.09
United States,USA,2021-09-03,25961,77.981,96835,290.87,85843,257.853
United States,USA,2021-09-04,25609,76.924,95082,285.604,85692,257.399
United States,USA,2021-09-05,25630,76.987,95280,286.199,85528,256.906
United States,USA,2021-09-06,25801,77.5,95910,288.091,85146,255.759
United States,USA,2021-09-07,26099,78.395,96810,290.795,83646,251.253
United States,USA,2021-09-08,26008,78.122,96525,289.939,83020,249.373
United States,USA,2021-09-09,25925,77.873,95684,287.413,82459,247.688
United States,USA,2021-09-10,25747,77.338,94559,284.033,82189,246.877
United States,USA,2021-09-11,25326,76.073,91979,276.284,81292,244.182
United States,USA,2021-09-12,25292,75.971,91541,274.968,80344,241.335
United States,USA,2021-09-13,25514,76.638,92158,276.821,79453,238.658
United States,USA,2021-09-14,25218,75.749,90633,272.241,79209,237.926
United States,USA,2021-09-15,24886,74.752,89577,269.069,77625,233.168
United States,USA,2021-09-16,24734,74.295,88250,265.083,76228,228.971
United States,USA,2021-09-17,24435,73.397,86780,260.667,74767,224.583
United States,USA,2021-09-18,23978,72.024,84373,253.437,73425,220.552
United States,USA,2021-09-19,23779,71.427,83494,250.797,72069,216.479
United States,USA,2021-09-20,23686,71.147,83675,251.34,70596,212.054
United States,USA,2021-09-21,23536,70.697,82358,247.384,69235,207.966
United States,USA,2021-09-22,23136,69.495,80874,242.927,68010,204.286
United States,USA,2021-09-23,22585,67.84,79242,238.025,66417,199.501
United States,USA,2021-09-24,22185,66.639,77387,232.453,65041,195.368
United States,USA,2021-09-25,21727,65.263,74807,224.703,63580,190.98
United States,USA,2021-09-26,21543,64.71,74161,222.763,62290,187.105
United States,USA,2021-09-27,21256,63.848,73886,221.936,60985,183.185
United States,USA,2021-09-28,20882,62.725,72525,217.848,59737,179.436
United States,USA,2021-09-29,20406,61.295,70722,212.433,58285,175.075
United States,USA,2021-09-30,19802,59.481,68918,207.014,56959,171.092
United States,USA,2021-10-01,19272,57.889,67124,201.625,55838,167.724
United States,USA,2021-10-02,18942,56.897,64834,194.746,54719,164.363
United States,USA,2021-10-03,18770,56.381,64381,193.386,53735,161.408
United States,USA,2021-10-04,18674,56.092,64486,193.701,52896,158.887
United States,USA,2021-10-05,18261,54.852,63506,190.757,51910,155.926
United States,USA,2021-10-06,17915,53.813,62392,187.411,51326,154.171
United States,USA,2021-10-07,17482,52.512,61093,183.509,50750,152.441
United States,USA,2021-10-08,17010,51.094,59459,178.601,50013,150.228
United States,USA,2021-10-09,17622,52.932,57938,174.032,49559,148.864
United States,USA,2021-10-10,18131,54.461,57494,172.699,49132,147.581
United States,USA,2021-10-11,18096,54.356,57618,173.071,48606,146.001
United States,USA,2021-10-12,17969,53.975,56985,171.17,47949,144.028
United States,USA,2021-10-13,17751,53.32,55892,167.887,47120,141.538
United States,USA,2021-10-14,17281,51.908,54564,163.898,46287,139.035
United States,USA,2021-10-15,17015,51.109,53356,160.269,45766,137.47
United States,USA,2021-10-16,16459,49.439,51835,155.7,45120,135.53
United States,USA,2021-10-17,16271,48.874,51502,154.7,44461,133.551
United States,USA,2021-10-18,16486,49.52,51723,155.364,43839,131.682
United States,USA,2021-10-19,16269,48.868,50595,151.976,43021,129.225
United States,USA,2021-10-20,15972,47.976,49315,148.131,42169,126.666
United States,USA,2021-10-21,15606,46.877,48405,145.397,41595,124.942
United States,USA,2021-10-22,15395,46.243,47452,142.535,40788,122.518
United States,USA,2021-10-23,14962,44.942,46396,139.363,40087,120.412
United States,USA,2021-10-24,14720,44.215,46112,138.51,39514,118.691
United States,USA,2021-10-25,14913,44.795,46378,139.309,39109,117.474
United States,USA,2021-10-26,14854,44.618,45821,137.636,38501,115.648
United States,USA,2021-10-27,14704,44.167,45006,135.188,38117,114.495
United States,USA,2021-10-28,14419,43.311,44195,132.752,37564,112.834
United States,USA,2021-10-29,12455,37.412,43513,130.703,37213,111.779
United States,USA,2021-10-30,12152,36.502,42764,128.453,36951,110.992
United States,USA,2021-10-31,12092,36.322,42511,127.693,36673,110.157
United States,USA,2021-11-01,12108,36.37,42623,128.03,36143,108.565
United States,USA,2021-11-02,11947,35.886,42290,127.029,36058,108.31
United States,USA,2021-11-03,11767,35.345,41982,126.104,35886,107.793
United States,USA,2021-11-04,11555,34.709,41356,124.224,35754,107.397
United States,USA,2021-11-05,11341,34.066,40944,122.986,35648,107.078
United States,USA,2021-11-06,11231,33.735,40175,120.676,35537,106.745
United States,USA,2021-11-07,11210,33.672,40471,121.566,35715,107.28
United States,USA,2021-11-08,11332,34.039,41348,124.2,36202,108.742
United States,USA,2021-11-09,11356,34.111,41730,125.347,36543,109.767
United States,USA,2021-11-10,11289,33.91,41810,125.588,36751,110.392
United States,USA,2021-11-11,11280,33.883,41717,125.308,37030,111.23
United States,USA,2021-11-12,11271,33.855,41632,125.053,37331,112.134
United States,USA,2021-11-13,11296,33.931,41371,124.269,37795,113.527
United States,USA,2021-11-14,11264,33.834,41871,125.771,38105,114.459
United States,USA,2021-11-15,11534,34.645,43285,130.018,38431,115.438
United States,USA,2021-11-16,11600,34.844,44009,132.193,39084,117.399
United States,USA,2021-11-17,11665,35.039,44369,133.274,39749,119.397
United States,USA,2021-11-18,11792,35.42,45095,135.455,40608,121.977
United States,USA,2021-11-19,11823,35.514,45157,135.641,41013,123.194
United States,USA,2021-11-20,11785,35.399,44825,134.644,41397,124.347
United States,USA,2021-11-21,11973,35.964,45373,136.29,41824,125.63
United States,USA,2021-11-22,12296,36.934,46834,140.679,42572,127.876
United States,USA,2021-11-23,12329,37.033,47702,143.286,43166,129.661
United States,USA,2021-11-24,12448,37.391,47900,143.881,43629,131.051
United States,USA,2021-11-25,12471,37.46,47297,142.069,43698,131.259
United States,USA,2021-11-26,12654,38.01,48189,144.749,43394,130.346
United States,USA,2021-11-27,12849,38.595,49069,147.392,44186,132.725
United States,USA,2021-11-28,13105,39.364,50165,150.684,44801,134.572
United States,USA,2021-11-29,13379,40.187,51812,155.631,45340,136.191
United States,USA,2021-11-30,13545,40.686,52643,158.127,45901,137.876
United States,USA,2021-12-01,13671,41.065,53310,160.131,46673,140.195
United States,USA,2021-12-02,13772,41.368,53586,160.96,47527,142.76
United States,USA,2021-12-03,13888,41.716,54392,163.381,49644,149.119
United States,USA,2021-12-04,13942,41.879,54572,163.922,50493,151.669
United States,USA,2021-12-05,14149,42.5,55670,167.22,51297,154.084
United States,USA,2021-12-06,14455,43.419,57447,172.558,51847,155.736
United States,USA,2021-12-07,14771,44.369,58938,177.036,52788,158.563
United States,USA,2021-12-08,14901,44.759,59721,179.388,53647,161.143
United States,USA,2021-12-09,14992,45.033,60371,181.341,54693,164.285
United States,USA,2021-12-10,15236,45.765,61162,183.717,55244,165.94
United States,USA,2021-12-11,15326,46.036,60921,182.993,55620,167.07
United States,USA,2021-12-12,15595,46.844,61722,185.399,56020,168.271
United States,USA,2021-12-13,15914,47.802,63084,189.49,55868,167.815
United States,USA,2021-12-14,15993,48.039,63244,189.97,55601,167.013
United States,USA,2021-12-15,15896,47.748,63229,189.925,55442,166.535
United States,USA,2021-12-16,15909,47.787,63105,189.553,55277,166.039
United States,USA,2021-12-17,15941,47.883,63090,189.508,55249,165.955
United States,USA,2021-12-18,15906,47.778,62004,186.246,55246,165.946
United States,USA,2021-12-19,15983,48.009,62545,187.871,55367,166.31
United States,USA,2021-12-20,16210,48.691,63764,191.532,55960,168.091
United States,USA,2021-12-21,16148,48.505,64086,192.5,56671,170.227
United States,USA,2021-12-22,16251,48.814,65048,195.389,57802,173.624
United States,USA,2021-12-23,16187,48.622,65661,197.23,59279,178.06
United States,USA,2021-12-24,16240,48.781,65821,197.711,60612,182.064
United States,USA,2021-12-25,16356,49.13,66446,199.588,61862,185.819
United States,USA,2021-12-26,16590,49.833,69732,209.459,64094,192.524
United States,USA,2021-12-27,17075,51.289,74692,224.358,67584,203.007
United States,USA,2021-12-28,17274,51.887,79671,239.313,72638,218.188
United States,USA,2021-12-29,17830,53.557,85514,256.864,78793,236.676
United States,USA,2021-12-30,18158,54.542,89961,270.222,85216,255.969
United States,USA,2021-12-31,18382,55.215,93776,281.681,92323,277.317
United States,USA,2022-01-01,18863,56.66,96560,290.044,98910,297.103
United States,USA,2022-01-02,19606,58.892,102693,308.466,105298,316.291
United States,USA,2022-01-03,20341,61.1,108779,326.747,111118,333.773
United States,USA,2022-01-04,21040,63.199,114863,345.022,116772,350.756
United States,USA,2022-01-05,21532,64.677,121478,364.892,122385,367.616
United States,USA,2022-01-06,22134,66.485,126993,381.458,127763,383.771
United States,USA,2022-01-07,22862,68.672,131875,396.122,132844,399.033
United States,USA,2022-01-08,23150,69.537,133605,401.319,138345,415.556
United States,USA,2022-01-09,23800,71.49,137280,412.357,141776,425.862
United States,USA,2022-01-10,24487,73.553,142248,427.28,144566,434.243
United States,USA,2022-01-11,25081,75.338,145833,438.049,147341,442.578
United States,USA,2022-01-12,25334,76.097,149706,449.682,149733,449.763
United States,USA,2022-01-13,25558,76.77,151014,453.611,151339,454.587
United States,USA,2022-01-14,25734,77.299,152055,456.738,152946,459.414
United States,USA,2022-01-15,25802,77.503,149523,449.133,153995,462.565
United States,USA,2022-01-16,25867,77.698,150019,450.622,153386,460.736
United States,USA,2022-01-17,26077,78.329,150910,453.299,151813,456.011
United States,USA,2022-01-18,26372,79.215,153236,460.286,151017,453.62
United States,USA,2022-01-19,26463,79.489,154540,464.202,149980,450.505
United States,USA,2022-01-20,26283,78.948,152940,459.396,148726,446.739
United States,USA,2022-01-21,26023,78.167,150246,451.304,146395,439.737
United States,USA,2022-01-22,25679,77.134,145689,437.616,143635,431.446
United States,USA,2022-01-23,25528,76.68,144778,434.88,141794,425.916
United States,USA,2022-01-24,25562,76.782,144760,434.826,140625,422.405
United States,USA,2022-01-25,25311,76.028,143297,430.431,139166,418.023
United States,USA,2022-01-26,25078,75.329,141701,425.637,136260,409.294
United States,USA,2022-01-27,24470,73.502,137504,413.03,132862,399.087
United States,USA,2022-01-28,24021,72.154,133319,400.459,129616,389.337
United States,USA,2022-01-29,23432,70.384,127042,381.605,126720,380.638
United States,USA,2022-01-30,23196,69.675,125817,377.925,123496,370.953
United States,USA,2022-01-31,22909,68.813,124054,372.63,119867,360.053
United States,USA,2022-02-01,22670,68.095,120532,362.05,115571,347.149
United States,USA,2022-02-02,21913,65.822,117189,352.009,111228,334.103
United States,USA,2022-02-03,21330,64.07,112678,338.459,107009,321.43
United States,USA,2022-02-04,20576,61.806,107689,323.473,101809,305.811
United States,USA,2022-02-05,19642,59,101694,305.465,97297,292.258
United States,USA,2022-02-06,19280,57.913,99087,297.634,94037,282.465
United States,USA,2022-02-07,18979,57.009,97280,292.207,90621,272.205
United States,USA,2022-02-08,18351,55.122,93609,281.18,86370,259.436
United States,USA,2022-02-09,17719,53.224,90123,270.709,82453,247.67
United States,USA,2022-02-10,17049,51.211,86057,258.495,78757,236.568
United States,USA,2022-02-11,16133,48.46,81534,244.909,75993,228.265
United States,USA,2022-02-12,15445,46.393,76857,230.861,72928,219.059
United States,USA,2022-02-13,14899,44.753,74367,223.381,69711,209.396
United States,USA,2022-02-14,14404,43.266,72121,216.635,66543,199.88
United States,USA,2022-02-15,13827,41.533,68741,206.482,62791,188.61
United States,USA,2022-02-16,13154,39.512,65246,195.984,59338,178.238
United States,USA,2022-02-17,12551,37.7,61873,185.852,56175,168.737
United States,USA,2022-02-18,11926,35.823,58689,176.288,53021,159.263
United States,USA,2022-02-19,11238,33.756,54818,164.661,49963,150.077
United States,USA,2022-02-20,10778,32.375,52978,159.134,47669,143.187
United States,USA,2022-02-21,10456,31.407,51326,154.171,45715,137.317
United States,USA,2022-02-22,10177,30.569,49434,148.488,43485,130.619
United States,USA,2022-02-23,9632,28.932,47085,141.432,41233,123.854
United States,USA,2022-02-24,9414,28.277,45811,137.606,39157,117.619
United States,USA,2022-02-25,8908,26.758,43438,130.478,37431,112.434
United States,USA,2022-02-26,8289,24.898,40665,122.148,35952,107.992
United States,USA,2022-02-27,7881,23.673,39329,118.135,34728,104.315
United States,USA,2022-02-28,7551,22.681,37884,113.795,33555,100.791
United States,USA,2022-03-01,7330,22.018,36224,108.809,32119,96.478
United States,USA,2022-03-02,6989,20.993,34724,104.303,30820,92.576
United States,USA,2022-03-03,6676,20.053,32908,98.848,29479,88.548
United States,USA,2022-03-04,6216,18.671,30705,92.231,28129,84.493
United States,USA,2022-03-05,5843,17.551,28535,85.713,26947,80.943
United States,USA,2022-03-06,5653,16.98,27719,83.261,25999,78.095
United States,USA,2022-03-07,5491,16.494,27074,81.324,25123,75.464
United States,USA,2022-03-08,5118,15.373,25787,77.458,23925,71.865
United States,USA,2022-03-09,4876,14.646,24767,74.394,22660,68.065
United States,USA,2022-03-10,4629,13.904,23742,71.315,21621,64.944
United States,USA,2022-03-11,4363,13.105,22400,67.284,20732,62.274
United States,USA,2022-03-12,4069,12.222,21122,63.446,19869,59.682
United States,USA,2022-03-13,3958,11.889,20423,61.346,19053,57.231
United States,USA,2022-03-14,3684,11.066,19025,57.147,18155,54.533
United States,USA,2022-03-15,3505,10.528,18522,55.636,17462,52.452
United States,USA,2022-03-16,3454,10.375,17948,53.912,16719,50.22
United States,USA,2022-03-17,3297,9.903,17395,52.251,15946,47.898
United States,USA,2022-03-18,3130,9.402,16542,49.688,15214,45.699
United States,USA,2022-03-19,3041,9.134,15662,47.045,14512,43.591
United States,USA,2022-03-20,2938,8.825,15344,46.09,14071,42.266
United States,USA,2022-03-21,2870,8.621,15073,45.276,13796,41.44
United States,USA,2022-03-22,2739,8.227,14555,43.72,13316,39.998
United States,USA,2022-03-23,2594,7.792,14175,42.578,13000,39.049
United States,USA,2022-03-24,2500,7.509,13626,40.929,12631,37.941
United States,USA,2022-03-25,2315,6.954,13103,39.358,12302,36.952
United States,USA,2022-03-26,2215,6.653,12577,37.778,12193,36.625
United States,USA,2022-03-27,2171,6.521,12206,36.664,12043,36.174
United States,USA,2022-03-28,2135,6.413,12097,36.337,11848,35.589
United States,USA,2022-03-29,2092,6.284,11812,35.481,11574,34.766
United States,USA,2022-03-30,2027,6.089,11548,34.688,11230,33.732
United States,USA,2022-03-31,1950,5.857,11297,33.934,11026,33.12
United States,USA,2022-04-01,1862,5.593,10902,32.747,10828,32.525
United States,USA,2022-04-02,1802,5.413,10529,31.627,10563,31.729
United States,USA,2022-04-03,1794,5.389,10382,31.185,10357,31.11
United States,USA,2022-04-04,1764,5.299,10516,31.588,10355,31.104
United States,USA,2022-04-05,1713,5.145,10480,31.479,10289,30.906
United States,USA,2022-04-06,1705,5.121,10421,31.302,10264,30.831
United States,USA,2022-04-07,1723,5.175,10402,31.245,10297,30.93
United States,USA,2022-04-08,1682,5.052,10223,30.708,10378,31.173
United States,USA,2022-04-09,1590,4.776,9875,29.662,10344,31.071
United States,USA,2022-04-10,1534,4.608,9867,29.638,10471,31.452
United States,USA,2022-04-11,1568,4.71,10091,30.311,10485,31.495
United States,USA,2022-04-12,1527,4.587,10113,30.377,10603,31.849
United States,USA,2022-04-13,1522,4.572,10167,30.539,10679,32.077
United States,USA,2022-04-14,1548,4.65,10199,30.635,10754,32.303
United States,USA,2022-04-15,1530,4.596,10299,30.936,10886,32.699
United States,USA,2022-04-16,1457,4.376,9960,29.918,11018,33.096
United States,USA,2022-04-17,1432,4.301,10153,30.497,11062,33.228
United States,USA,2022-04-18,1450,4.355,10416,31.287,11269,33.849
United States,USA,2022-04-19,1484,4.458,10677,32.071,11459,34.42
United States,USA,2022-04-20,1446,4.343,10921,32.804,11791,35.417
United States,USA,2022-04-21,1486,4.464,11105,33.357,12073,36.265
United States,USA,2022-04-22,1489,4.473,11209,33.669,12349,37.094
United States,USA,2022-04-23,1453,4.364,11236,33.75,12758,38.322
United States,USA,2022-04-24,1447,4.346,11463,34.432,13089,39.316
United States,USA,2022-04-25,1508,4.53,11922,35.811,13387,40.211
United States,USA,2022-04-26,1585,4.761,12355,37.112,13790,41.422
United States,USA,2022-04-27,1587,4.767,12761,38.331,14267,42.855
United States,USA,2022-04-28,1595,4.791,12931,38.842,14633,43.954
United States,USA,2022-04-29,1625,4.881,13012,39.085,14951,44.909
United States,USA,2022-04-30,1581,4.749,12851,38.601,15323,46.027
United States,USA,2022-05-01,1576,4.734,13152,39.506,15743,47.288
United States,USA,2022-05-02,1663,4.995,13817,41.503,16122,48.427
United States,USA,2022-05-03,1692,5.082,14233,42.753,16559,49.739
United States,USA,2022-05-04,1725,5.182,14558,43.729,16917,50.815
United States,USA,2022-05-05,1736,5.215,14874,44.678,17446,52.404
United States,USA,2022-05-06,1727,5.188,14966,44.954,18017,54.119
United States,USA,2022-05-07,1773,5.326,15053,45.216,18487,55.531
United States,USA,2022-05-08,1739,5.224,15309,45.985,18841,56.594
United States,USA,2022-05-09,1782,5.353,15595,46.844,19053,57.231
United States,USA,2022-05-10,1829,5.494,16267,48.862,19434,58.375
United States,USA,2022-05-11,1885,5.662,16739,50.28,19810,59.505
United States,USA,2022-05-12,1891,5.68,17369,52.172,20285,60.931
United States,USA,2022-05-13,1937,5.818,17674,53.089,20949,62.926
United States,USA,2022-05-14,1915,5.752,17690,53.137,21562,64.767
